年,作品名,映画ID,公開週,週末興収,累計興収,週間興収,マッチスコア
2008,おくりびと,53337,第8週,0.48億,25.9億,1.38億,100
2008,おくりびと,53337,第24週,0.56億,32.2億,,100
2008,おくりびと,53337,第25週,3.21億,38.5億,6.26億,100
2008,おくりびと,53337,第26週,2.41億,47.1億,8.65億,100
2008,おくりびと,53337,第27週,1.73億,52.2億,5.11億,100
2008,おくりびと,53337,第28週,1.06億,55.9億,3.66億,100
2008,おくりびと,53337,第29週,0.61億,57.9億,2.04億,100
2008,ゲゲゲの鬼太郎　千年呪い歌,53288,第1週,2.32億,2.32億,2.32億,100
2008,ゲゲゲの鬼太郎　千年呪い歌,53288,第2週,1.48億,4.97億,2.65億,100
2008,ゲゲゲの鬼太郎　千年呪い歌,53288,第3週,0.79億,7.69億,2.72億,100
2008,ゲゲゲの鬼太郎　千年呪い歌,53288,第4週,0.60億,9.55億,1.86億,100
2008,築地魚河岸三代目,34293,第1週,0.49億,0.49億,0.49億,100
2008,築地魚河岸三代目,34293,第2週,0.30億,1.55億,1.06億,100
2008,築地魚河岸三代目,34293,第3週,0.24億,2.33億,0.78億,100
2008,犬と私の１０の約束,53127,第1週,1.80億,1.80億,1.80億,78
2008,犬と私の１０の約束,53127,第2週,1.15億,5.20億,3.40億,78
2008,犬と私の１０の約束,53127,第3週,1.26億,8.46億,3.26億,78
2008,犬と私の１０の約束,53127,第4週,0.91億,11.5億,3.05億,78
2008,犬と私の１０の約束,53127,第5週,0.64億,12.9億,1.40億,78
2008,犬と私の１０の約束,53127,第6週,0.39億,13.8億,0.84億,78
2008,母べえ,53247,第1週,1.65億,1.65億,1.65億,100
2008,母べえ,53247,第2週,1.40億,6.43億,4.78億,100
2008,母べえ,53247,第3週,1.35億,10.2億,3.75億,100
2008,母べえ,53247,第4週,0.95億,13.4億,3.25億,100
2008,母べえ,53247,第5週,0.62億,15.7億,2.27億,100
2008,母べえ,53247,第6週,0.41億,17.3億,1.58億,100
2008,劇場版ゲゲゲの鬼太郎 日本爆裂!!,53564,第1週,0.78億,0.78億,0.78億,100
2008,まぼろしの邪馬台国,34223,第1週,1.65億,1.65億,1.65億,100
2008,まぼろしの邪馬台国,34223,第2週,0.57億,3.54億,1.89億,100
2008,まぼろしの邪馬台国,34223,第3週,0.45億,4.84億,1.31億,100
2008,まぼろしの邪馬台国,34223,第6週,0.33億,7.24億,,100
2008,まぼろしの邪馬台国,34223,第7週,0.31億,7.75億,0.51億,100
2008,劇場版 さらば仮面ライダー電王～ファイナル・カウントダウン～,53994,第1週,1.79億,1.79億,1.79億,96
2008,劇場版 さらば仮面ライダー電王～ファイナル・カウントダウン～,53994,第2週,1.04億,3.39億,1.61億,96
2008,劇場版 さらば仮面ライダー電王～ファイナル・カウントダウン～,53994,第3週,0.65億,4.97億,1.58億,96
2008,劇場版 さらば仮面ライダー電王～ファイナル・カウントダウン～,53994,第4週,0.56億,5.78億,0.81億,96
2008,クライマーズ・ハイ,53505,第1週,1.69億,1.69億,1.69億,100
2008,クライマーズ・ハイ,53505,第2週,1.26億,4.85億,3.17億,100
2008,クライマーズ・ハイ,53505,第3週,1.11億,7.44億,2.58億,100
2008,クライマーズ・ハイ,53505,第4週,0.57億,9.35億,1.91億,100
2008,劇場版 仮面ライダー電王&キバ クライマックス刑事,53582,第1週,1.95億,1.95億,1.95億,95
2008,劇場版 仮面ライダー電王&キバ クライマックス刑事,53582,第2週,1.17億,3.69億,1.74億,95
2008,劇場版 仮面ライダー電王&キバ クライマックス刑事,53582,第3週,0.68億,4.67億,0.98億,95
2008,劇場版 仮面ライダー電王&キバ クライマックス刑事,53582,第4週,0.52億,5.89億,1.22億,95
2008,キラー・ヴァージンロード,53178,第1週,0.44億,0.44億,0.44億,60
2008,テン・ゴーカイジャー,53178,第1週,0.33億,0.57億,0.57億,75
2009,252 生存者あり,53514,第1週,2.02億,2.02億,2.02億,67
2009,252 生存者あり,53514,第2週,1.70億,5.71億,3.70億,67
2009,252 生存者あり,53514,第3週,0.85億,7.84億,2.13億,67
2009,252 生存者あり,53514,第4週,0.63億,10.2億,2.39億,67
2009,252 生存者あり,53514,第5週,1.13億,13.2億,2.94億,67
2009,252 生存者あり,53514,第6週,0.68億,14.8億,1.62億,67
2009,252 生存者あり,53514,第7週,0.31億,15.9億,1.13億,67
2009,TAJOMARU,54337,第1週,0.74億,0.74億,0.74億,100
2009,TAJOMARU,54337,第2週,0.43億,2.10億,1.36億,100
2009,TAJOMARU,54337,第3週,0.35億,3.49億,1.40億,100
2009,TAJOMARU,54337,第4週,0.25億,4.26億,0.77億,100
2009,サマーウォーズ,54346,第1週,1.28億,1.28億,1.28億,100
2009,サマーウォーズ,54346,第2週,0.94億,3.73億,2.46億,100
2009,サマーウォーズ,54346,第4週,0.87億,9.34億,,100
2009,サマーウォーズ,54346,第5週,0.71億,11.2億,1.86億,100
2009,サマーウォーズ,54346,第6週,0.56億,12.6億,1.40億,100
2009,サマーウォーズ,54346,第7週,0.41億,13.6億,1.01億,100
2009,GOEMON,53155,第1週,1.99億,3.05億,3.05億,100
2009,GOEMON,53155,第2週,1.21億,9.06億,6.00億,100
2009,GOEMON,53155,第3週,0.85億,11.3億,2.20億,100
2009,GOEMON,53155,第4週,0.52億,12.6億,1.33億,100
2009,おっぱいバレー,53932,第1週,0.84億,0.84億,0.84億,100
2009,おっぱいバレー,53932,第2週,0.54億,2.06億,1.22億,100
2009,おっぱいバレー,53932,第3週,0.39億,3.21億,1.16億,100
2009,252 生存者あり,53514,第1週,2.02億,2.02億,2.02億,67
2009,252 生存者あり,53514,第2週,1.70億,5.71億,3.70億,67
2009,252 生存者あり,53514,第3週,0.85億,7.84億,2.13億,67
2009,252 生存者あり,53514,第4週,0.63億,10.2億,2.39億,67
2009,252 生存者あり,53514,第5週,1.13億,13.2億,2.94億,67
2009,252 生存者あり,53514,第6週,0.68億,14.8億,1.62億,67
2009,252 生存者あり,53514,第7週,0.31億,15.9億,1.13億,67
2009,釣りバカ日誌20～ファイナル～,54390,第2週,1.02億,2.86億,,93
2009,釣りバカ日誌20～ファイナル～,54390,第3週,0.73億,5.16億,2.30億,93
2009,釣りバカ日誌20～ファイナル～,54390,第4週,0.38億,6.62億,1.46億,93
2009,風が強く吹いている,54250,第1週,0.87億,0.87億,0.87億,100
2009,風が強く吹いている,54250,第2週,0.48億,0.36億,,100
2009,風が強く吹いている,54250,第3週,0.34億,3.23億,2.87億,100
2009,引き出しの中のラブレター,53881,第1週,0.31億,0.31億,0.31億,100
2009,カムイ外伝,53339,第1週,1.63億,1.63億,1.63億,100
2009,カムイ外伝,53339,第2週,0.97億,5.88億,4.26億,100
2009,カムイ外伝,53339,第3週,0.73億,8.08億,2.20億,100
2009,カムイ外伝,53339,第4週,0.45億,9.40億,1.31億,100
2009,しんぼる,54524,第1週,1.03億,1.03億,1.03億,100
2009,しんぼる,54524,第2週,0.52億,2.49億,1.45億,100
2009,しんぼる,54524,第3週,0.35億,3.93億,1.44億,100
2009,しんぼる,54524,第4週,0.21億,4.51億,0.58億,100
2009,60歳のラブレター,53942,第1週,1.00億,1.00億,1.00億,100
2009,60歳のラブレター,53942,第2週,0.65億,2.85億,1.86億,100
2009,60歳のラブレター,53942,第3週,0.62億,4.60億,1.74億,100
2009,60歳のラブレター,53942,第4週,0.36億,5.95億,1.35億,100
2009,60歳のラブレター,53942,第5週,0.28億,6.92億,0.97億,100
2009,GOEMON,53155,第1週,1.99億,3.05億,3.05億,100
2009,GOEMON,53155,第2週,1.21億,9.06億,6.00億,100
2009,GOEMON,53155,第3週,0.85億,11.3億,2.20億,100
2009,GOEMON,53155,第4週,0.52億,12.6億,1.33億,100
2009,鴨川ホルモー,53534,第1週,0.49億,0.49億,0.49億,100
2009,鴨川ホルモー,53534,第2週,0.34億,1.30億,0.81億,100
2009,ヤッターマン,53119,第1週,4.58億,4.58億,4.58億,100
2009,ヤッターマン,53119,第2週,3.60億,10.6億,6.03億,100
2009,ヤッターマン,53119,第3週,2.51億,16.4億,5.79億,100
2009,ヤッターマン,53119,第4週,2.07億,21.6億,5.16億,100
2009,ヤッターマン,53119,第5週,1.51億,26.9億,5.37億,100
2009,ヤッターマン,53119,第6週,0.72億,28.5億,1.58億,100
2009,ヤッターマン,53119,第7週,0.40億,29.2億,0.72億,100
2009,釣りバカ日誌20～ファイナル～,54390,第2週,1.02億,2.86億,,93
2009,釣りバカ日誌20～ファイナル～,54390,第3週,0.73億,5.16億,2.30億,93
2009,釣りバカ日誌20～ファイナル～,54390,第4週,0.38億,6.62億,1.46億,93
2009,映画 フレッシュプリキュア! おもちゃの国は秘密がいっぱい!?,54728,第1週,1.70億,1.70億,1.70億,96
2009,映画 フレッシュプリキュア! おもちゃの国は秘密がいっぱい!?,54728,第2週,0.92億,3.87億,2.17億,96
2009,映画 フレッシュプリキュア! おもちゃの国は秘密がいっぱい!?,54728,第3週,0.80億,5.07億,1.20億,96
2009,映画 フレッシュプリキュア! おもちゃの国は秘密がいっぱい!?,54728,第4週,0.58億,5.93億,0.86億,96
2009,映画 フレッシュプリキュア! おもちゃの国は秘密がいっぱい!?,54728,第5週,0.43億,6.86億,0.93億,96
2009,仏陀再誕,54777,第1週,1.63億,1.63億,1.63億,100
2009,仏陀再誕,54777,第2週,0.94億,3.31億,1.68億,100
2009,仏陀再誕,54777,第3週,0.70億,4.70億,1.38億,100
2009,仏陀再誕,54777,第4週,0.62億,5.92億,1.23億,100
2009,さまよう刃,54545,第1週,0.96億,0.96億,0.96億,100
2009,さまよう刃,54545,第2週,0.52億,2.84億,1.88億,100
2009,さまよう刃,54545,第3週,0.31億,3.97億,1.13億,100
2009,火天の城,54082,第1週,1.29億,1.29億,1.29億,100
2009,火天の城,54082,第2週,0.73億,3.54億,2.25億,100
2009,火天の城,54082,第3週,0.51億,5.87億,2.33億,100
2009,火天の城,54082,第4週,0.40億,7.18億,1.31億,100
2009,劔岳 点の記,1958,第2週,2.62億,2.92億,,100
2009,劔岳 点の記,1958,第3週,2.14億,8.97億,6.04億,100
2009,劔岳 点の記,1958,第4週,1.69億,14.0億,5.06億,100
2009,劔岳 点の記,1958,第5週,1.19億,17.6億,3.54億,100
2009,劔岳 点の記,1958,第6週,0.76億,19.8億,2.20億,100
2009,劔岳 点の記,1958,第7週,0.56億,21.6億,1.82億,100
2009,劔岳 点の記,1958,第8週,0.60億,23.1億,1.51億,100
2009,余命１ヶ月の花嫁,53964,第1週,4.13億,4.13億,4.13億,88
2009,余命１ヶ月の花嫁,53964,第2週,3.52億,11.6億,7.42億,88
2009,余命１ヶ月の花嫁,53964,第3週,2.57億,17.1億,5.51億,88
2009,余命１ヶ月の花嫁,53964,第4週,2.13億,21.7億,4.64億,88
2009,余命１ヶ月の花嫁,53964,第5週,1.49億,25.1億,3.37億,88
2009,余命１ヶ月の花嫁,53964,第6週,1.10億,27.6億,2.48億,88
2009,余命１ヶ月の花嫁,53964,第7週,0.64億,29.1億,1.54億,88
2009,余命１ヶ月の花嫁,53964,第8週,0.43億,30.0億,0.92億,88
2009,劇場版 超・仮面ライダー電王&ディケイド NEOジェネレーションズ 鬼ヶ島の戦艦,54455,第1週,1.71億,2.16億,2.16億,97
2009,劇場版 超・仮面ライダー電王&ディケイド NEOジェネレーションズ 鬼ヶ島の戦艦,54455,第2週,0.72億,5.53億,3.37億,97
2009,劇場版 超・仮面ライダー電王&ディケイド NEOジェネレーションズ 鬼ヶ島の戦艦,54455,第3週,0.62億,6.38億,0.86億,97
2009,おっぱいバレー,53932,第1週,0.84億,0.84億,0.84億,100
2009,おっぱいバレー,53932,第2週,0.54億,2.06億,1.22億,100
2009,おっぱいバレー,53932,第3週,0.39億,3.21億,1.16億,100
2009,クローズ ZERO II,53719,第1週,5.71億,5.71億,5.71億,91
2009,クローズ ZERO II,53719,第2週,3.43億,13.3億,7.55億,91
2009,クローズ ZERO II,53719,第3週,2.37億,18.2億,4.90億,91
2009,クローズ ZERO II,53719,第4週,1.51億,22.4億,4.22億,91
2009,クローズ ZERO II,53719,第5週,0.78億,26.5億,4.18億,91
2009,クローズ ZERO II,53719,第6週,0.59億,27.9億,1.37億,91
2009,クローズ ZERO II,53719,第7週,0.34億,28.8億,0.89億,91
2009,相棒シリーズ 鑑識・米沢守の事件簿,53866,第1週,1.39億,1.39億,1.39億,100
2009,相棒シリーズ 鑑識・米沢守の事件簿,53866,第2週,0.94億,4.13億,2.74億,100
2009,相棒シリーズ 鑑識・米沢守の事件簿,53866,第3週,0.55億,5.33億,1.20億,100
2009,相棒シリーズ 鑑識・米沢守の事件簿,53866,第4週,0.28億,6.40億,1.06億,100
2009,少年メリケンサック,53477,第1週,2.01億,2.01億,2.01億,100
2009,少年メリケンサック,53477,第2週,1.26億,5.03億,3.02億,100
2009,少年メリケンサック,53477,第3週,1.01億,7.32億,2.29億,100
2009,劇場版 炎神戦隊ゴーオンジャーVSゲキレンジャー,54323,第1週,0.86億,0.86億,0.86億,100
2009,劇場版 炎神戦隊ゴーオンジャーVSゲキレンジャー,54323,第2週,0.69億,1.79億,0.93億,100
2009,映画 プリキュアオールスターズDX 2～希望の光☆レインボージュエルを守れ！～,54242,第1週,2.22億,2.22億,2.22億,94
2009,映画 プリキュアオールスターズDX 2～希望の光☆レインボージュエルを守れ！～,54242,第2週,1.45億,6.02億,3.80億,94
2009,映画 プリキュアオールスターズDX 2～希望の光☆レインボージュエルを守れ！～,54242,第3週,1.00億,9.02億,2.99億,94
2009,映画 プリキュアオールスターズDX 2～希望の光☆レインボージュエルを守れ！～,54242,第4週,0.59億,10.3億,1.29億,94
2009,映画 プリキュアオールスターズDX 2～希望の光☆レインボージュエルを守れ！～,54242,第5週,0.28億,10.8億,0.45億,94
2009,今度は愛妻家,54101,第1週,0.81億,0.81億,0.81億,100
2009,DRAGON BALL Z 神と神,53221,第1週,6.88億,6.88億,6.88億,65
2009,DRAGON BALL Z 神と神,53221,第2週,4.44億,18.5億,11.7億,65
2009,DRAGON BALL Z 神と神,53221,第3週,2.41億,23.2億,4.68億,65
2009,DRAGON BALL Z 神と神,53221,第4週,1.64億,26.4億,3.13億,65
2009,DRAGON BALL Z 神と神,53221,第5週,0.84億,27.6億,1.24億,65
2009,DRAGON BALL Z 神と神,53221,第6週,0.87億,28.9億,1.28億,65
2009,DRAGON BALL Z 神と神,53221,第7週,0.23億,30.4億,1.55億,65
2010,最後の忠臣蔵,55071,第1週,0.96億,0.96億,0.96億,100
2010,最後の忠臣蔵,55071,第2週,0.59億,3.29億,2.33億,100
2010,最後の忠臣蔵,55071,第3週,0.54億,4.82億,1.53億,100
2010,インシテミル～7日間のデス・ゲーム～,55381,第1週,2.06億,2.06億,2.06億,94
2010,インシテミル～7日間のデス・ゲーム～,55381,第2週,1.68億,5.67億,3.62億,94
2010,インシテミル～7日間のデス・ゲーム～,55381,第3週,1.08億,8.12億,2.45億,94
2010,インシテミル～7日間のデス・ゲーム～,55381,第4週,0.67億,10.2億,2.09億,94
2010,インシテミル～7日間のデス・ゲーム～,55381,第5週,0.48億,11.2億,1.03億,94
2010,インセプション,54466,第526週,0.24億,35.3億,,100
2010,インセプション,54466,第527週,0.15億,35.7億,0.41億,100
2010,最後の忠臣蔵,55071,第1週,0.96億,0.96億,0.96億,100
2010,最後の忠臣蔵,55071,第2週,0.59億,3.29億,2.33億,100
2010,最後の忠臣蔵,55071,第3週,0.54億,4.82億,1.53億,100
2010,22年目の告白～私が殺人犯です～,103449,第1週,3.21億,3.21億,3.21億,100
2010,22年目の告白～私が殺人犯です～,103449,第2週,2.62億,9.20億,5.99億,100
2010,22年目の告白～私が殺人犯です～,103449,第3週,2.31億,14.3億,5.10億,100
2010,22年目の告白～私が殺人犯です～,103449,第4週,1.65億,18.3億,4.00億,100
2010,22年目の告白～私が殺人犯です～,103449,第5週,1.08億,20.8億,2.47億,100
2010,22年目の告白～私が殺人犯です～,103449,第6週,0.65億,22.7億,1.97億,100
2010,インセプション,54466,第526週,0.24億,35.3億,,100
2010,インセプション,54466,第527週,0.15億,35.7億,0.41億,100
2010,トイ・ストーリー3,53487,第2週,9.88億,9.88億,,100
2010,トイ・ストーリー3,53487,第3週,7.19億,23.4億,13.6億,100
2010,トイ・ストーリー3,53487,第4週,5.35億,38.8億,15.3億,100
2010,トイ・ストーリー3,53487,第5週,6.17億,54.1億,15.3億,100
2010,トイ・ストーリー3,53487,第6週,4.16億,65.8億,11.7億,100
2010,トイ・ストーリー3,53487,第7週,5.38億,82.5億,16.7億,100
2010,トイ・ストーリー3,53487,第8週,2.73億,92.2億,9.68億,100
2010,トイ・ストーリー3,53487,第9週,2.48億,98.3億,6.11億,100
2010,トイ・ストーリー3,53487,第10週,1.36億,103.4億,5.10億,100
2010,トイ・ストーリー3,53487,第11週,0.76億,104.9億,1.49億,100
2010,トイ・ストーリー3,53487,第12週,0.31億,107.9億,3.03億,100
2010,トイ・ストーリー3,53487,第13週,0.16億,106.6億,,100
2010,アリス・イン・ワンダーランド　時間の旅,53230,第1週,4.25億,6.32億,6.32億,100
2010,アリス・イン・ワンダーランド　時間の旅,53230,第2週,3.17億,11.4億,5.13億,100
2010,アリス・イン・ワンダーランド　時間の旅,53230,第3週,2.35億,17.5億,6.02億,100
2010,アリス・イン・ワンダーランド　時間の旅,53230,第4週,1.20億,21.7億,4.25億,100
2010,アリス・イン・ワンダーランド　時間の旅,53230,第5週,0.87億,23.4億,1.70億,100
2010,アリス・イン・ワンダーランド　時間の旅,53230,第6週,0.48億,25.2億,1.77億,100
2010,アリス・イン・ワンダーランド　時間の旅,53230,第7週,0.27億,26.2億,1.02億,100
2010,アリス・イン・ワンダーランド　時間の旅,53230,第8週,0.12億,26.5億,0.32億,100
2010,アリス・イン・ワンダーランド　時間の旅,53230,第9週,,27.2億,0.64億,100
2010,アリス・イン・ワンダーランド　時間の旅,53230,第10週,,27.8億,0.64億,100
2010,アバター　ウェイ・オブ・ウォーター,53184,第1週,5.97億,13.1億,13.1億,100
2010,アバター　ウェイ・オブ・ウォーター,53184,第2週,6.79億,32.4億,19.2億,100
2010,アバター　ウェイ・オブ・ウォーター,53184,第3週,6.37億,46.7億,14.3億,100
2010,アバター　ウェイ・オブ・ウォーター,53184,第4週,5.10億,59.3億,12.7億,100
